,year,category,nominee,artist,workers,winner
393,2019,Best Choral Performance,Boyle: Voyages,,"Donald Nally, conductor (The Crossing)",False
394,2019,Best Choral Performance,The Hope Of Loving,,"Craig Hella Johnson, conductor (Conspirare)",False
395,2019,Best Choral Performance,Sander: The Divine Liturgy Of St. John Chrysostom,,"Peter Jermihov, conductor (Evan Bravos, Vadim Gan, Kevin Keys, Glenn Miller & Daniel Shirley; PaTRAM Institute Singers)",False
396,2019,Best Choral Performance,"Smith, K.: The Arc In The Sky",,"Donald Nally, conductor (The Crossing)",False
397,2019,Best Chamber Music/Small Ensemble Performance,Shaw: Orange,,Attacca Quartet,True
398,2019,Best Chamber Music/Small Ensemble Performance,Cerrone: The Pieces That Fall To Earth,,Christopher Rountree & Wild Up,False
399,2019,Best Chamber Music/Small Ensemble Performance,Freedom & Faith,,PUBLIQuartet,False
400,2019,Best Chamber Music/Small Ensemble Performance,Perpetulum,,Third Coast Percussion,False
401,2019,Best Chamber Music/Small Ensemble Performance,Rachmaninoff - Hermitage Piano Trio,,Hermitage Piano Trio,False
402,2019,Best Classical Instrumental Solo,Marsalis: Violin Concerto; Fiddle Dance Suite,,"Nicola Benedetti; Cristian Măcelaru, conductor (Philadelphia Orchestra)",True
403,2019,Best Classical Instrumental Solo,The Berlin Recital,,Yuja Wang,False
404,2019,Best Classical Instrumental Solo,Higdon: Harp Concerto,,"Yolanda Kondonassis; Ward Stare, conductor (The Rochester Philharmonic Orchestra)",False
405,2019,Best Classical Instrumental Solo,The Orchestral Organ,,Jan Kraybill,False
406,2019,Best Classical Instrumental Solo,"Torke: Sky, Concerto For Violin",,"Tessa Lark; David Alan Miller, conductor (Albany Symphony)",False
407,2019,Best Classical Solo Vocal Album,Songplay,,"Joyce DiDonato; Chuck Israels, Jimmy Madison, Charlie Porter & Craig Terry, accompanists (Steve Barnett & Lautaro Greco)",True
408,2019,Best Classical Solo Vocal Album,The Edge Of Silence - Works For Voice By György Kurtág,,"Susan Narucki (Donald Berman, Curtis Macomber, Kathryn Schulmeister & Nicholas Tolle)",False
409,2019,Best Classical Solo Vocal Album,Himmelsmusik,,"Philippe Jaroussky & Céline Scheen; Christina Pluhar, conductor; L’Arpeggiata, ensemble (Jesús Rodil & Dingle Yandell)",False
410,2019,Best Classical Solo Vocal Album,"Schumann: Liederkreis Op. 24, Kerner-Lieder Op. 35",,"Matthias Goerne; Leif Ove Andsnes, accompanist",False
411,2019,Best Classical Solo Vocal Album,"A Te, O Cara",,"Stephen Costello; Constantine Orbelian, conductor (Kaunas City Symphony Orchestra)",False
412,2019,Best Classical Compendium,The Poetry Of Places,,"Nadia Shpachenko; Marina A. Ledin & Victor Ledin, producers",True
413,2019,Best Classical Compendium,American Originals 1918,,"John Morris Russell, conductor; Elaine Martone, producer",False
414,2019,Best Classical Compendium,Leshnoff: Symphony No. 4 'Heichalos'; Guitar Concerto; Starburst,,"Giancarlo Guerrero, conductor; Tim Handley, producer",False
415,2019,Best Classical Compendium,Meltzer: Songs And Structures,,"Paul Appleby & Natalia Katyukova; Silas Brown & Harold Meltzer, producers",False
416,2019,Best Classical Compendium,Saariaho: True Fire; Trans; Ciel D'Hiver,,"Hannu Lintu, conductor; Laura Heikinheimo, producer",False
417,2019,Best Contemporary Classical Composition,Higdon: Harp Concerto,,"Jennifer Higdon, composer (Yolanda Kondonassis, Ward Stare & The Rochester Philharmonic Orchestra)",True
418,2019,Best Contemporary Classical Composition,Bermel: Migration Series For Jazz Ensemble & Orchestra,,"Derek Bermel, composer (Derek Bermel, Ted Nash, David Alan Miller, Juilliard Jazz Orchestra & Albany Symphony Orchestra)",False
419,2019,Best Contemporary Classical Composition,Marsalis: Violin Concerto In D Major,,"Wynton Marsalis, composer (Nicola Benedetti, Cristian Măcelaru & Philadelphia Orchestra)",False
420,2019,Best Contemporary Classical Composition,Norman: Sustain,,"Andrew Norman, composer (Gustavo Dudamel & Los Angeles Philharmonic)",False
421,2019,Best Contemporary Classical Composition,Shaw: Orange,,"Caroline Shaw, composer (Attacca Quartet)",False
422,2019,Best Contemporary Classical Composition,Wolfe: Fire In My Mouth,,"Julia Wolfe, composer (Jaap Van Zweden, Francisco J. Núñez, Donald Nally, The Crossing, Young People's Chorus Of NY City & New York Philharmonic)",False
423,2019,Best Music Video,Old Town Road (Official Movie),Lil Nas X & Billy Ray Cyrus,"Calmatic, video director; Candice Dragonas, Melissa Larsen & Saul Levitz, video producers",True
424,2019,Best Music Video,We've Got To Try,The Chemical Brothers,"Ninian Doff, video director; Ellie Fry, video producer",False
425,2019,Best Music Video,This Land,Gary Clark Jr.,"Savanah Leaf, video director; Jason Cole, Danielle Hinde, Alicia Martinez & Devin Sarno, video producers",False
426,2019,Best Music Video,Cellophane,FKA twigs,"Andrew Thomas Huang, video director; Alex Chamberlain, video producer",False
427,2019,Best Music Video,Glad He's Gone,Tove Lo,"Vania Heymann & Gal Muggia, video directors; Natan Schottenfels, video producer",False
428,2019,Best Music Film,Homecoming,Beyoncé,"Beyoncé Knowles-Carter & Ed Burke, video directors; Steve Pamon & Erinn Williams, video producers",True
429,2019,Best Music Film,Remember My Name,David Crosby,"A.J. Eaton, video director; Cameron Crowe, Michele Farinola & Greg Mariotti, video producers",False
430,2019,Best Music Film,Birth Of The Cool,(Miles Davis),"Stanley Nelson, video director; Nicole London, video producer",False
431,2019,Best Music Film,Shangri-La,(Various Artists),"Jeff Malmberg & Morgan Neville, video directors; Danny Breen, video producer",False
432,2019,Best Music Film,Anima,Thom Yorke,"Paul Thomas Anderson, video director; Paul Thomas Anderson, Erica Frauman & Sara Murphy, video producers",False
433,2018,Record Of The Year,This Is America,Childish Gambino,"Donald Glover & Ludwig Göransson, producers; Derek ""MixedByAli"" Ali, Kesha Lee, Riley Mackin, Shaan Singh & Alex Tumay, engineers/mixers; Mike Bozzi, mastering engineer",True
434,2018,Album Of The Year,Golden Hour,Kacey Musgraves,"Ian Fitchuk, Kacey Musgraves & Daniel Tashian, producers; Craig Alvin & Shawn Everett, engineers/mixers; Ian Fitchuk, Kacey Musgraves & Daniel Tashian, songwriters; Greg Calbi & Steve Fallone, mastering engineers",True
435,2018,Song Of The Year,This Is America,,"Donald Glover, Ludwig Göransson & Jeffery Lamar Williams, songwriters (Childish Gambino)",True
436,2018,Best New Artist,Dua Lipa,,,True
437,2018,Best Pop Solo Performance,Joanne (Where Do You Think You're Goin'?),Lady Gaga,,True
438,2018,Best Pop Duo/Group Performance,Shallow,Lady Gaga & Bradley Cooper,,True
439,2018,Best Traditional Pop Vocal Album,My Way,Willie Nelson,"Buddy Cannon & Matt Rollings, producers; Tony Castle, Steve Chadie & Ed Cherney, engineers/mixers",True
440,2018,Best Pop Vocal Album,Sweetener,Ariana Grande,"Pharrell Williams, producer; Mike Larson, engineer",True
441,2018,Best Dance Recording,Electricity,Silk City & Dua Lipa Featuring Diplo & Mark Ronson,"Jarami, Alex Metric, Riton & Silk City, producers; Josh Gudwin, mixer",True
442,2018,Best Dance/Electronic Album,Woman Worldwide,Justice,"Justice, producers; Justice, engineers/mixers",True
443,2018,Best Contemporary Instrumental Album,Steve Gadd Band,Steve Gadd Band,"Rich Breen, engineer/mixer",True
444,2018,Best Rock Performance,When Bad Does Good,Chris Cornell,,True
445,2018,Best Metal Performance,Electric Messiah,High On Fire,,True
446,2018,Best Rock Song,Masseduction,,"Jack Antonoff & Annie Clark, songwriters (St. Vincent)",True
447,2018,Best Rock Album,From The Fires,Greta Van Fleet,"Herschel Boone, Al Sutton & Marlon Young, producers; Al Sutton, engineer/mixer",True
448,2018,Best Alternative Music Album,Colors,Beck,"Beck & Greg Kurstin, producers; Julian Burg, Serban Ghenea, David Greenbaum, John Hanes, Greg Kurstin, Florian Lagatta, Cole M.G.N., Alex Pasco, Jesse Shatkin, Darrel Thorp & Cassidy Turbin, engineers/mixers",True
449,2018,Best R&B Performance,Best Part,H.E.R. Featuring Daniel Caesar,,True
450,2018,Best Traditional R&B Performance,Bet Ain't Worth The Hand,Leon Bridges,,True
451,2018,Best Traditional R&B Performance,How Deep Is Your Love,PJ Morton Featuring Yebba,,False
452,2018,Best R&B Song,Boo'd Up,,"Larrance Dopson, Joelle James, Ella Mai & Dijon McFarlane, songwriters (Ella Mai)",True
453,2018,Best Urban Contemporary Album,Everything Is Love,The Carters,"The Carters, producers; Gimel ""Young Guru"" Keaton & Stuart White, engineers/mixers",True
454,2018,Best R&B Album,H.E.R.,H.E.R.,"Darhyl ""DJ"" Camper, David ""Swagg R'Celius"" Harris, H.E.R., Walter Jones & Jeff Robinson, producers; Mikinari Tsutsumi, engineer/mixer",True
455,2018,Best Rap Performance,King's Dead,"Kendrick Lamar, Jay Rock, Future & James Blake",,True
456,2018,Best Rap Performance,Bubblin,Anderson .Paak,,False
457,2018,Best Rap/Sung Performance,This Is America,Childish Gambino,,True
458,2018,Best Rap Song,God's Plan,,"Aubrey Graham, Daveon Jackson, Brock Korsan, Ron LaTour, Matthew Samuels & Noah Shebib, songwriters (Drake)",True
459,2018,Best Rap Album,Invasion Of Privacy,Cardi B,"Leslie Brathwaite & Evan LaRay, engineers/mixers",True
460,2018,Best Country Solo Performance,Butterflies,Kacey Musgraves,,True
461,2018,Best Country Duo/Group Performance,Tequila,Dan + Shay,,True
462,2018,Best Country Song,Space Cowboy,,"Luke Laird, Shane McAnally & Kacey Musgraves, songwriters (Kacey Musgraves)",True
463,2018,Best Country Album,Golden Hour,Kacey Musgraves,"Ian Fitchuk, Kacey Musgraves & Daniel Tashian, producers; Craig Alvin & Shawn Everett, engineers/mixers",True
464,2018,Best New Age Album,Opium Moon,Opium Moon,"Opium Moon, producers; Lucas Fehring & Jeff Gartenbaum, engineers/mixers",True
465,2018,Best Improvised Jazz Solo,Don't Fence Me In,,"John Daversa, soloist",True
466,2018,Best Jazz Vocal Album,The Window,Cécile McLorin Salvant,"Sullivan Fortner, Al Pryor & Cécile McLorin Salvant, producers; Todd Whitelock, engineer/mixer",True
467,2018,Best Jazz Instrumental Album,Emanon,The Wayne Shorter Quartet,"Don Was, producer; Rob Griffin, engineer/mixer",True
468,2018,Best Large Jazz Ensemble Album,"American Dreamers: Voices Of Hope, Music Of Freedom",John Daversa Big Band Featuring DACA Artists,"Doug Davis & Kabir Sehgal, producers; Oscar Autie, engineer/mixer",True
469,2018,Best Latin Jazz Album,Back To The Sunset,Dafnis Prieto Big Band,"Eric Oberstein, producer; Joe Marciano & Max Ross, engineers/mixers",True
470,2018,Best Gospel Performance/Song,Never Alone,,"Tori Kelly Featuring Kirk Franklin; Kirk Franklin & Victoria Kelly, songwriters",True
471,2018,Best Contemporary Christian Music Performance/Song,You Say,,"Lauren Daigle; Lauren Daigle, Jason Ingram & Paul Mabury, songwriters",True
472,2018,Best Gospel Album,Hiding Place,Tori Kelly,"Kirk Franklin, Ronald Hill & Max Stark, producers; Rob Chiarelli & Michael Havens, engineers/mixers",True
473,2018,Best Contemporary Christian Music Album,Look Up Child,Lauren Daigle,"Jason Ingram & Paul Mabury, producers; Mark Endert & Buckley Miller, engineers/mixers",True
474,2018,Best Roots Gospel Album,Unexpected,Jason Crabb,"Jay DeMarcus, producer; Derek Bason, engineer/mixer",True
475,2018,Best Latin Pop Album,Sincera,Claudia Brant,"Cheche Alara & Antonio ""Moogie"" Canazio, producers; Antonio ""Moogie"" Canazio, engineer/mixer",True
476,2018,"Best Latin Rock, Urban or Alternative Album",Aztlán,Zoé,"Phil Vinall & Zoé, producers; Juan Sebastian Rodriguez & Craig Silvey, engineers/mixers",True
477,2018,Best Regional Mexican Music Album (Including Tejano),¡México Por Siempre!,Luis Miguel,"Luis Miguel & David Reitzas, producers; David Reitzas & Jess Sutcliffe, engineers/mixers",True
478,2018,Best Tropical Latin Album,Anniversary,Spanish Harlem Orchestra,"Doug Beavers, producer; Kyle Cassel & Guido Diaz, engineers/mixers",True
479,2018,Best American Roots Performance,The Joke,Brandi Carlile,,True
480,2018,Best American Roots Song,The Joke,,"Brandi Carlile, Dave Cobb, Phil Hanseroth & Tim Hanseroth, songwriters (Brandi Carlile)",True
481,2018,Best Americana Album,"By The Way, I Forgive You",Brandi Carlile,"Dave Cobb & Shooter Jennings, producers; Eddie Spear, engineer/mixer",True
482,2018,Best Bluegrass Album,The Travelin' McCourys,The Travelin' McCourys,"The Travelin' McCourys, producers; Sean Sullivan, engineer/mixer",True
483,2018,Best Traditional Blues Album,The Blues Is Alive And Well,Buddy Guy,,True
484,2018,Best Contemporary Blues Album,Please Don't Be Dead,Fantastic Negrito,"Fantastic Negrito, producer; Nahuel Bronzini, Alexandro ""Migui"" Maloles & Matt Winegar, engineers/mixers",True
485,2018,Best Folk Album,All Ashore,Punch Brothers,"Punch Brothers, producers; Jason Wormer, engineer/mixer",True
486,2018,Best Regional Roots Music Album,No 'Ane'i,Kalani Pe'a,"Allan B. Cool, Kalani Pe'a & Dave Tucciarone, producers; Dave Tucciarone, engineer/mixer",True
487,2018,Best Reggae Album,44/876,Sting & Shaggy,"Sting International, producer; Tony Lake & Robert Orton, engineers/mixers",True
488,2018,Best World Music Album,Freedom,Soweto Gospel Choir,"Diniloxolo Ndlakuse, producer; Gabs Agostino, Tarick Joseph, Richard Mitchell & Oyama Songo, engineers/mixers",True
489,2018,Best Children's Album,All The Sounds,Lucy Kalantari & The Jazz Cats,"Denise Barbarita, engineer/mixer",True
490,2018,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Faith  - A Journey For All,Jimmy Carter,"Elisa Shokoff, producer; Rick Bradley & John St. Denis, engineers/mixers",True
491,2018,Best Comedy Album,Equanimity & The Bird Revelation,Dave Chappelle,"Rikki Hughes, Stan Lathan, Sina Sadighi, Carla Sims & Geof Wills, producers; Brian Riordan, engineer/mixer",True
492,2018,Best Musical Theater Album,The Band's Visit,,"Etai Benson, Adam Kantor, Katrina Lenk & Ari'el Stachel, principal soloists; Dean Sharenow & David Yazbek, producers; David Yazbek, composer & lyricist (Original Broadway Cast); Dean Sharenow, engineer/mixer",True
493,2018,Best Compilation Soundtrack For Visual Media,The Greatest Showman,Hugh Jackman (& Various Artists),"Alex Lacamoire, Benj Pasek, Justin Paul & Greg Wells, compilation producers; Derik Lee, Ian MacGregor & Greg Wells, engineers/mixers",True
494,2018,Best Score Soundtrack For Visual Media,Black Panther,,"Ludwig Göransson, composer; Ludwig Göransson, producer; Chris Fogel, engineer/mixer",True
495,2018,Best Song Written For Visual Media,Shallow,,"Lady Gaga, Mark Ronson, Anthony Rossomando & Andrew Wyatt, songwriters (Lady Gaga & Bradley Cooper)",True
496,2018,Best Instrumental Composition,Blut Und Boden (Blood And Soil),,"Terence Blanchard, composer (Terence Blanchard)",True
497,2018,"Best Arrangement, Instrumental or A Cappella",Stars And Stripes Forever,,"John Daversa, arranger (John Daversa Big Band Featuring DACA Artists)",True
498,2018,"Best Arrangement, Instruments and Vocals",Spiderman Theme,,"Mark Kibble, Randy Waldman & Justin Wilson, arrangers (Randy Waldman Featuring Take 6 & Chris Potter)",True
499,2018,Best Recording Package,Masseduction,,"Willo Perron, art director (St. Vincent)",True
500,2018,Best Boxed Or Special Limited Edition Package,"Squeeze Box: The Complete Works Of ""Weird Al"" Yankovic",,"Meghan Foley, Annie Stoll & Al Yankovic, art directors (""Weird Al"" Yankovic)",True
501,2018,Best Album Notes,Voices Of Mississippi: Artists And Musicians Documented By William Ferris,,"David Evans, album notes writer (Various Artists)",True
502,2018,Best Historical Album,Voices Of Mississippi: Artists And Musicians Documented By William Ferris,,"William Ferris, April Ledbetter & Steven Lance Ledbetter, compilation producers; Michael Graves, mastering engineer (Various Artists)",True
503,2018,"Best Engineered Album, Non-Classical",Colors,,"Julian Burg, Serban Ghenea, David “Elevator” Greenbaum, John Hanes, Beck Hansen, Greg Kurstin, Florian Lagatta, Cole M.G.N., Alex Pasco, Jesse Shatkin, Darrell Thorp & Cassidy Turbin, engineers; Chris Bellman, Tom Coyne, Emily Lazar & Randy Merrill, mastering engineers (Beck)",True
504,2018,"Producer Of The Year, Non-Classical",Pharrell Williams,,,True
505,2018,Best Remixed Recording,Walking Away (Mura Masa Remix),,"Alex Crossan, remixer (Haim)",True
506,2018,Best Immersive Audio Album,Eye In The Sky - 35th Anniversary Edition,,"Alan Parsons, surround mix engineer; Dave Donnelly, PJ Olsson & Alan Parsons, surround mastering engineers; Alan Parsons, surround producer (The Alan Parsons Project)",True
507,2018,"Best Engineered Album, Classical",Shostakovich: Symphonies Nos. 4 & 11,,"Shawn Murphy & Nick Squire, engineers; Tim Martyn, mastering engineer (Andris Nelsons & Boston Symphony Orchestra)",True
508,2018,"Producer Of The Year, Classical",Blanton Alspaugh,,,True
509,2018,Best Orchestral Performance,Shostakovich: Symphonies Nos. 4 & 11,,"Andris Nelsons, conductor (Boston Symphony Orchestra); Tim Martyn, producer; Shawn Murphy & Nick Squire, engineers/mixers",True
510,2018,Best Opera Recording,Bates: The (R)evolution Of Steve Jobs,,"Michael Christie, conductor; Sasha Cooke, Jessica E. Jones, Edward Parks, Garrett Sorenson & Wei Wu; Elizabeth Ostrow, producer (The Santa Fe Opera Orchestra); Mark Donahue & Dirk Sobotka, engineers; Mark Donahue, mixer",True
511,2018,Best Choral Performance,McLoskey: Zealot Canticles,,"Donald Nally, conductor (Doris Hall-Gulati, Rebecca Harris, Arlen Hlusko, Lorenzo Raval & Mandy Wolman; The Crossing); Paul Vazquez, producer",True
512,2018,Best Chamber Music/Small Ensemble Performance,"Anderson, Laurie: Landfall",,"Laurie Anderson & Kronos Quartet; Scott Fraser, producer",True
513,2018,Best Classical Instrumental Solo,Kernis: Violin Concerto,,"James Ehnes; Ludovic Morlot, conductor (Seattle Symphony)",True
514,2018,Best Classical Solo Vocal Album,"Songs Of Orpheus - Monteverdi, Caccini, D'India & Landi",,"Karim Sulayman; Jeannette Sorrell, conductor; Apollo's Fire, ensembles; Erica Brenner, producer; Ian Dobie, engineer; Ian Dobie & Daniel Shores, mixers",True
515,2018,Best Classical Compendium,Fuchs: Piano Concerto 'Spiritualist'; Poems Of Life; Glacier; Rush,,"JoAnn Falletta, conductor; Tim Handley, producer; Jonathan Allen, engineer",True
516,2018,Best Contemporary Classical Composition,Kernis: Violin Concerto,,"Aaron Jay Kernis, composer (James Ehnes, Ludovic Morlot & Seattle Symphony)",True
517,2018,Best Music Video,This Is America,Childish Gambino,"Hiro Murai, video director; Ibra Ake, Jason Cole & Fam Rothstein, video producers",True
518,2018,Best Music Film,Quincy,Quincy Jones,"Alan Hicks & Rashida Jones, video directors; Paula DuPré Pesmen, video producer",True
519,2017,Record Of The Year,24K Magic,Bruno Mars,"Shampoo Press & Curl (Christopher Brody Brown, Philip Lawrence & Bruno Mars), producers; Serban Ghenea, John Hanes & Charles Moniz, engineers/mixers; Tom Coyne, mastering engineer",True
520,2017,Album Of The Year,24K Magic,Bruno Mars,"Shampoo Press & Curl (Christopher Brody Brown, Philip Lawrence & Bruno Mars), producers; Serban Ghenea, John Hanes & Charles Moniz, engineers/mixers; Christopher Brody Brown, James Fauntleroy, Philip Lawrence & Bruno Mars, songwriters; Tom Coyne, mastering engineer",True
521,2017,Song Of The Year,That's What I Like,,"Christopher Brody Brown, James Fauntleroy, Philip Lawrence, Bruno Mars, Ray Charles McCullough II, Jeremy Reeves, Ray Romulus & Jonathan Yip, songwriters (Bruno Mars)",True
522,2017,Best New Artist,Alessia Cara,,,True
523,2017,Best Pop Solo Performance,Shape Of You,Ed Sheeran,,True
524,2017,Best Pop Duo/Group Performance,Feel It Still,Portugal. The Man,,True
525,2017,Best Traditional Pop Vocal Album,Tony Bennett Celebrates 90,(Various Artists),"Dae Bennett, producer; Dae Bennett & John Harris, engineers/mixers",True
526,2017,Best Pop Vocal Album,÷ (Divide),Ed Sheeran,"Ed Sheeran, producer; Joe Rubel, Chris Sclafani & Mark ""Spike"" Stent, engineers/mixers",True
527,2017,Best Dance Recording,Tonite,LCD Soundsystem,"James Murphy, producer; James Murphy, mixer",True
528,2017,Best Dance/Electronic Album,3-D The Catalogue,Kraftwerk,"Serge Gräfe, engineer/mixer",True
529,2017,Best Contemporary Instrumental Album,Prototype,Jeff Lorber Fusion,"Peter Mokran, engineer/mixer",True
530,2017,Best Rock Performance,You Want It Darker,Leonard Cohen,,True
531,2017,Best Metal Performance,Sultan’s Curse,Mastodon,,True
532,2017,Best Rock Song,Run,,"Foo Fighters (Dave Grohl, Taylor Hawkins, Rami Jaffee, Nate Mendel, Chris Shiflett & Pat Smear), songwriters (Foo Fighters)",True
533,2017,Best Rock Album,A Deeper Understanding,The War On Drugs,"Shawn Everett, engineer/mixer",True
534,2017,Best Alternative Music Album,Sleep Well Beast,The National,"David Chalmin, Peter Katis, Jonathan Low & Sean O'Brien, engineers/mixers",True
535,2017,Best R&B Performance,That's What I Like,Bruno Mars,,True
536,2017,Best Traditional R&B Performance,Redbone,Childish Gambino,,True
537,2017,Best R&B Song,That's What I Like,,"Christopher Brody Brown, James Fauntleroy, Ray Charles McCullough II, Philip Lawrence, Bruno Mars, Jeremy Reeves, Ray Romulus & Jonathan Yip, songwriters (Bruno Mars)",True
538,2017,Best Urban Contemporary Album,Starboy,The Weeknd,"Circut, Doc McKinney & The Weeknd, producers; Serban Ghenea, John Hanes, Doc McKinney & Josh Smith, engineers/mixers",True
539,2017,Best R&B Album,24K Magic,Bruno Mars,"Shampoo Press & Curl, producers; Serban Ghenea, John Hanes & Charles Moniz, engineers/mixers",True
540,2017,Best Rap Performance,HUMBLE.,Kendrick Lamar,,True
541,2017,Best Rap/Sung Performance,LOYALTY.,Kendrick Lamar Featuring Rihanna,,True
542,2017,Best Rap Song,HUMBLE.,,"Kendrick Duckworth, Asheton Hogan, Michael Williams II & Anthony Tiffith, songwriters (Kendrick Lamar)",True
543,2017,Best Rap Album,DAMN.,Kendrick Lamar,"Sounwave & Anthony ""Topdawg"" Tiffith, producers; Derek ""MixedByAli"" Ali, James ""The White Black Man"" Hunt & Matt Schaeffer, engineers/mixers",True
544,2017,Best Country Solo Performance,Either Way,Chris Stapleton,,True
545,2017,Best Country Duo/Group Performance,Better Man,Little Big Town,,True
546,2017,Best Country Song,Broken Halos,,"Mike Henderson & Chris Stapleton, songwriters (Chris Stapleton)",True
547,2017,Best Country Album,From A Room: Volume 1,Chris Stapleton,"Dave Cobb & Chris Stapleton, producers; Vance Powell, engineer/mixer",True
548,2017,Best New Age Album,Dancing On Water,Peter Kater,"Peter Kater, producer; Peter Kater, engineer/mixer",True
549,2017,Best Improvised Jazz Solo,Miles Beyond,,"John McLaughlin, soloist",True
550,2017,Best Jazz Vocal Album,Dreams And Daggers,Cécile McLorin Salvant,"Al Pryor & Cécile McLorin Salvant, producers; Todd Whitelock & Damon Whittemore, engineers/mixers",True
551,2017,Best Jazz Instrumental Album,Rebirth,Billy Childs,"Billy Childs, producer; Rich Breen, engineer/mixer",True
552,2017,Best Large Jazz Ensemble Album,Bringin' It,Christian McBride Big Band,"Todd Whitelock, engineer/mixer",True
553,2017,Best Latin Jazz Album,Jazz Tango,Pablo Ziegler Trio,"Kabir Sehgal, producer",True
554,2017,Best Gospel Performance/Song,Never Have To Be Alone,,"CeCe Winans; Dwan Hill & Alvin Love III, songwriters",True
555,2017,Best Contemporary Christian Music Performance/Song,What A Beautiful Name,,"Hillsong Worship; Ben Fielding & Brooke Ligertwood, songwriters",True
556,2017,Best Gospel Album,Let Them Fall In Love,CeCe Winans,"Alvin Love III & Tommy Sims, producers; Jimmy Douglass, Ben Kane & Vance Powell, engineers/mixers",True
557,2017,Best Contemporary Christian Music Album,Chain Breaker,Zach Williams,"Jonathan Smith, producer; Jon Kaplan, Buckley Miller, Jonathan Smith, Colby Wedgeworth & Mark Zellmer, engineers/mixers",True
558,2017,Best Roots Gospel Album,Sing It Now: Songs Of Faith & Hope,Reba McEntire,"Reba McEntire & Doug Sisemore, producers; Sean Neff & Todd Tidwell, engineers/mixers",True
559,2017,Best Latin Pop Album,El Dorado,Shakira,"Shakira, producer; Carlos Hernandez Carbonell & Dave Clauss, engineers/mixers",True
560,2017,"Best Latin Rock, Urban or Alternative Album",Residente,Residente,"Residente, producer; Rafael Arcaute, Beatriz Artola, Tom Elmhirst & Phil Joly, engineers/mixers",True
561,2017,Best Regional Mexican Music Album (Including Tejano),Arrieros Somos Sesiones Acústicas,Aida Cuevas,"Rodrigo Cuevas, producer; Rodrigo Cuevas, Gael Hedding & Acradio Hernández, engineers/mixers",True
562,2017,Best Tropical Latin Album,Salsa Big Band,Rubén Blades Con Roberto Delgado & Orquesta,"Pablo Governatori & Ignacio Molino, engineers/mixers",True
563,2017,Best American Roots Performance,Killer Diller Blues,Alabama Shakes,,True
564,2017,Best American Roots Song,If We Were Vampires,,"Jason Isbell, songwriter (Jason Isbell And The 400 Unit)",True
565,2017,Best Americana Album,The Nashville Sound,Jason Isbell And The 400 Unit,"Dave Cobb, producer; Matt Ross-Spang, engineer/mixer",True
566,2017,Best Bluegrass Album,Laws Of Gravity,The Infamous Stringdusters,"Billy Hume & The Infamous Stringdusters, producers; Billy Hume, engineer/mixer",True
567,2017,Best Bluegrass Album,All The Rage - In Concert Volume One [Live],Rhonda Vincent And The Rage,"Rhonda Vincent And The Rage, producers; Joey Crawford & Joe Martino, engineers/mixers",False
568,2017,Best Traditional Blues Album,Blue & Lonesome,The Rolling Stones,"Don Was, producer; Krish Sharma, engineer/mixer",True
569,2017,Best Contemporary Blues Album,TajMo,Taj Mahal & Keb' Mo',"Taj Mahal & Keb' Mo', producers; Zach Allen, John Caldwell, Ross Hogarth & Casey Wasner, engineers/mixers",True
570,2017,Best Folk Album,Mental Illness,Aimee Mann,"Paul Bryan, producer; Paul Bryan & Ryan Freeland, engineers/mixers",True
571,2017,Best Regional Roots Music Album,Kalenda,Lost Bayou Ramblers,,True
572,2017,Best Reggae Album,Stony Hill,"Damian ""Jr. Gong"" Marley","Damian ""Jr. Gong"" Marley, producer; Marc Lee & Gennaro ""Geronimo"" Schiano, engineers/mixers",True
573,2017,Best World Music Album,Shaka Zulu Revisited: 30th Anniversary Celebration,Ladysmith Black Mambazo,"Mitch Goldstein & Ladysmith Black Mambazo, producers; Nonhlanhla Buthelezi & Mthandeni Mvelase, engineers/mixers",True
574,2017,Best Children's Album,Feel What U Feel,Lisa Loeb,"Rich Jacques & Lisa Loeb, producers; Rich Jacques & Brian Yaskulka, engineers/mixers",True
575,2017,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",The Princess Diarist,Carrie Fisher,"Dan Zitt, producer; Nikki Banks Maurer, engineer/mixer",True
576,2017,Best Comedy Album,The Age Of Spin & Deep In The Heart Of Texas,Dave Chappelle,"Rikki Hughes, Stan Lathan, Sina Sadighi, Carla Sims & Geof Wills, producers; Michael Abbott, engineer/mixer",True
577,2017,Best Musical Theater Album,Dear Evan Hansen,,"Laura Dreyfuss, Mike Faist, Rachel Bay Jones, Kristolyn Lloyd, Michael Park, Ben Platt, Will Roland & Jennifer Laura Thompson, principal soloists; Benj Pasek & Justin Paul, composers/lyricists; Pete Ganbarg, Alex Lacamoire, Stacey Mindich, Benj Pasek & Justin Paul, producers; Neal Avron & Derik Lee, engineers/mixers (Original Broadway Cast Recording)",True
578,2017,Best Compilation Soundtrack For Visual Media,La La Land,(Various Artists),"Justin Hurwitz & Marius de Vries, compilation producers; Steven Gizicki, music supervisor; Nicholai Baxter, engineer/mixer",True
579,2017,Best Score Soundtrack For Visual Media,La La Land,,"Justin Hurwitz, composer; Justin Hurwitz, producer; Nicholai Baxter, engineer/mixer (Justin Hurwitz)",True
580,2017,Best Song Written For Visual Media,How Far I'll Go,"Lin-Manuel Miranda, songwriter (Auli'i Cravalho)",,True
