,year,category,nominee,artist,workers,winner
699,2015,Best Dance/Electronic Album,Skrillex And Diplo Present Jack Ü,Skrillex And Diplo,"Diplo & Skrillex, producers",True
700,2015,Best Contemporary Instrumental Album,Sylva,Snarky Puppy & Metropole Orkest,,True
701,2015,Best Rock Performance,Don't Wanna Fight,Alabama Shakes,,True
702,2015,Best Metal Performance,Cirice,Ghost,,True
703,2015,Best Rock Song,Don't Wanna Fight,,"Alabama Shakes (Zac Cockrell, Heath Fogg, Brittany Howard & Steve Johnson), songwriters (Alabama Shakes)",True
704,2015,Best Rock Album,Drones,Muse,"Robert John ""Mutt"" Lange & Muse (Matthew Bellamy, Dominic Howard & Chris Wolstenholme), producers",True
705,2015,Best Alternative Music Album,Sound & Color,Alabama Shakes,"Alabama Shakes (Zac Cockrell, Heath Fogg, Brittany Howard & Steve Johnson) & Blake Mills, producers",True
706,2015,Best R&B Performance,Earned It (Fifty Shades Of Grey),The Weeknd,,True
707,2015,Best Traditional R&B Performance,Little Ghetto Boy,Lalah Hathaway,,True
708,2015,Best R&B Song,Really Love,,"D'Angelo, Gina Figueroa & Kendra Foster, songwriters (D'Angelo And The Vanguard)",True
709,2015,Best Urban Contemporary Album,Beauty Behind The Madness,The Weeknd,"Carlo ""Illangelo"" Montagnese & The Weeknd, producers",True
710,2015,Best R&B Album,Black Messiah,D'Angelo And The Vanguard,,True
711,2015,Best Rap Performance,Alright,Kendrick Lamar,,True
712,2015,Best Rap/Sung Collaboration,These Walls,"Kendrick Lamar Featuring Bilal, Anna Wise & Thundercat",,True
713,2015,Best Rap Song,Alright,,"Kendrick Duckworth, Kawan Prather, Mark Anthony Spears & Pharrell Williams, songwriters (Kendrick Lamar)",True
714,2015,Best Rap Album,To Pimp A Butterfly,Kendrick Lamar,,True
715,2015,Best Country Solo Performance,Traveller,Chris Stapleton,,True
716,2015,Best Country Duo/Group Performance,Girl Crush,Little Big Town,,True
717,2015,Best Country Song,Girl Crush,,"Hillary Lindsey, Lori McKenna & Liz Rose, songwriters (Little Big Town)",True
718,2015,Best Country Album,Traveller,Chris Stapleton,"Dave Cobb & Chris Stapleton, producers",True
719,2015,Best New Age Album,Grace,Paul Avgerinos,"Paul Avgerinos, producer",True
720,2015,Best Improvised Jazz Solo,Cherokee,,"Christian McBride, soloist",True
721,2015,Best Jazz Vocal Album,For One To Love,Cécile McLorin Salvant,"Al Pryor, producer",True
722,2015,Best Jazz Instrumental Album,Past Present,John Scofield,"John Scofield, producer",True
723,2015,Best Large Jazz Ensemble Album,The Thompson Fields,Maria Schneider Orchestra,"Ryan Truesdell, producer",True
724,2015,Best Latin Jazz Album,Made In Brazil,Eliane Elias,"Eliane Elias, Marc Johnson & Steve Rodby, producers",True
725,2015,Best Gospel Performance/Song,Wanna Be Happy?,,"Kirk Franklin; Kirk Franklin, songwriter",True
726,2015,Best Contemporary Christian Music Performance/Song,Holy Spirit,,Francesca Battistelli,True
727,2015,Best Gospel Album,Covered: Alive In Asia [Live],Israel & NewBreed,"Chris Baker, Kevin Camp & Aaron Lindsey, producers; Danny Duncan & Henry Seeley, engineers/mixers",True
728,2015,Best Contemporary Christian Music Album,This Is Not A Test,Tobymac,"David Garcia, Christopher Stevens & Tobymac, producers; Bryan Fowler, engineer/mixer",True
729,2015,Best Roots Gospel Album,Still Rockin' My Soul,The Fairfield Four,"Lee Olsen & The Fairfield Four (Levert Allison, Bobbye Sherrell, Larrice Byrd, Sr. & Joe Thompson), producers; Brandon Perdue, engineer/mixer",True
730,2015,Best Latin Pop Album,A Quien Quiera Escuchar  (Deluxe Edition),Ricky Martin,"Julio Reyes Copello, producer; Luis Barrera Jr., Julio Reyes Copello, Javier Garza, Ricardo López Laliinde, Enrique Larreal & Carlos Fernando Lopez, engineers",True
731,2015,"Best Latin Rock, Urban or Alternative Album",Hasta La Raíz,Natalia Lafourcade,"Natalia Lafourcade, producer; Andrés Borda, Eduardo Del Águila, Alan Ortiz Grande, Demián Nava, Alan Saucedo & Sebastián Schunt, engineers",True
732,2015,"Best Latin Rock, Urban or Alternative Album",Dale,Pitbull,"José C. Garcia & Jorge Gomez, producers; Al Burna, engineer",False
733,2015,Best Regional Mexican Music Album (Including Tejano),Realidades - Deluxe Edition,Los Tigres Del Norte,"Los Tigres Del Norte, producer",True
734,2015,Best Tropical Latin Album,Son De Panamá,Rubén Blades Con Roberto Delgado & Orquesta,"Robert Delgado, producer; Pablo Governatori & Ignacio ""Nacho"" Molina, engineers",True
735,2015,Best American Roots Performance,See That My Grave Is Kept Clean,Mavis Staples,,True
736,2015,Best American Roots Song,24 Frames,,"Jason Isbell, songwriter (Jason Isbell)",True
737,2015,Best Americana Album,Something More Than Free,Jason Isbell,"Dave Cobb, producer",True
738,2015,Best Bluegrass Album,The Muscle Shoals Recordings,The Steeldrivers,"The Steeldrivers, producer",True
739,2015,Best Blues Album,Born To Play Guitar,Buddy Guy,"Tom Hambridge, producer",True
740,2015,Best Folk Album,Béla Fleck And Abigail Washburn,Béla Fleck & Abigail Washburn,"Béla Fleck & Abigail Washburn, producers; Richard Battaglia & Béla Fleck, engineers",True
741,2015,Best Regional Roots Music Album,Go Go Juice,Jon Cleary,"Jon Cleary & John Porter, producers; Tony Daigle, Mike Dorsey & John Porter, engineers",True
742,2015,Best Reggae Album,Strictly Roots,Morgan Heritage,"Morgan Heritage, producer",True
743,2015,Best World Music Album,Sings,Angelique Kidjo,"Jean Hébrail & Angelique Kidjo, producers",True
744,2015,Best Children's Album,Home,Tim Kubart,"Dominic Fallacaro, producer",True
745,2015,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",A Full Life: Reflections at Ninety,Jimmy Carter,"Elisa Shokoff, producer",True
746,2015,Best Comedy Album,Live At Madison Square Garden,Louis C.K.,"Dave Becky, Mike Berkowitz & M. Blair Breard, producers",True
747,2015,Best Musical Theater Album,Hamilton,,"Daveed Diggs, Renée Elise Goldsberry, Jonathan Groff, Christopher Jackson, Jasmine Cephas Jones, Leslie Odom, Jr., Lin-Manuel Miranda, Okieriete Onaodowan, Anthony Ramos & Phillipa Soo, principal soloists; Lin-Manuel Miranda, composer & lyricist; Alex Lacamoire, Lin-Manuel Miranda, Bill Sherman, Ahmir Thompson & Tarik Trotter, producers; Tim Latham & Derik Lee, engineers (Original Broadway Cast)",True
748,2015,Best Compilation Soundtrack For Visual Media,Glen Campbell: I'll Be Me,(Various Artists),"Julian Raymond, compilation producer; Jeff Pollack, music supervisor",True
749,2015,Best Score Soundtrack For Visual Media,Birdman,,"Antonio Sanchez, composer; Alejandro González Iñárritu & Antonio Sanchez, producers (Antonio Sanchez)",True
750,2015,Best Song Written For Visual Media,Glory,"Lonnie Lynn, Che Smith & John Stephens, songwriters (Common & John Legend)",,True
751,2015,Best Instrumental Composition,The Afro Latin Jazz Suite,,"Arturo O'Farrill, composer (Arturo O'Farrill & The Afro Latin Jazz Orchestra Featuring Rudresh Mahanthappa)",True
752,2015,"Best Arrangement, Instrumental or A Cappella",Dance Of The Sugar Plum Fairy,,"Ben Bram & Pentatonix (Mitch Grassi, Scott Hoying, Avi Kaplan, Kirstin Maldonado & Kevin Olusola), arrangers (Pentatonix)",True
753,2015,"Best Arrangement, Instruments and Vocals",Sue (Or In A Season Of Crime),,"Maria Schneider, arranger (David Bowie)",True
754,2015,Best Recording Package,Still The King: Celebrating The Music Of Bob Wills And His Texas Playboys,,"Sarah Dodds, Shauna Dodds & Dick Reeves, art directors (Asleep At The Wheel)",True
755,2015,Best Boxed Or Special Limited Edition Package,"The Rise & Fall Of Paramount Records, Volume Two (1928-32)",,"Susan Archie, Dean Blackwood & Jack White, art directors (Various Artists)",True
756,2015,Best Album Notes,"Love Has Many Faces: A Quartet, A Ballet, Waiting To Be Danced",,"Joni Mitchell, album notes writer (Joni Mitchell)",True
757,2015,Best Historical Album,The Basement Tapes Complete: The Bootleg Series Vol. 11,,"Steve Berkowitz, Jan Haust & Jeff Rosen, compilation producers; Peter J. Moore & Mark Wilder, mastering engineers (Bob Dylan And The Band)",True
758,2015,"Best Engineered Album, Non-Classical",Sound & Color,,"Shawn Everett, engineer; Bob Ludwig, mastering engineer (Alabama Shakes)",True
759,2015,"Producer Of The Year, Non-Classical",Jeff Bhasker,,,True
760,2015,Best Remixed Recording,Uptown Funk (Dave Audé Remix),,"Dave Audé, remixer (Mark Ronson Featuring Bruno Mars)",True
761,2015,Best Surround Sound Album,Amused To Death,,"James Guthrie, surround mix engineer; James Guthrie & Joel Plante, surround mastering engineers; James Guthrie, surround producer (Roger Waters)",True
762,2015,"Best Engineered Album, Classical",Ask Your Mama,,"Leslie Ann Jones, John Kilgore, Nora Kroll-Rosenbaum & Justin Merrill, engineers; Patricia Sullivan, mastering engineer (George Manahan & San Francisco Ballet Orchestra)",True
763,2015,"Producer Of The Year, Classical",Judith Sherman,,,True
764,2015,Best Orchestral Performance,Shostakovich: Under Stalin's Shadow - Symphony No. 10,,"Andris Nelsons, conductor; Shawn Murphy, producer; Nick Squire, engineer (Boston Symphony Orchestra)",True
765,2015,Best Opera Recording,Ravel: L'Enfant Et Les Sortilèges; Shéhérazade,,"Seiji Ozawa, conductor; Dominic Fyfe, producer; Isabel Leonard, soloist; Jonathan Stokes, engineer (SKF Matsumoto Children's Chorus & SKF Matsumoto Chorus; Saito Kinen Orchestra)",True
766,2015,Best Choral Performance,Rachmaninoff: All-Night Vigil,,"Charles Bruffy, conductor; Blanton Alspaugh, producer; Byeong Joon Hwang & John Newton, engineers (Paul Davidson, Frank Fleschner, Toby Vaughn Kidd, Bryan Pinkall, Julia Scozzafava, Bryan Taylor & Joseph Warner; Kansas City Chorale & Phoenix Chorale)",True
767,2015,Best Chamber Music/Small Ensemble Performance,Filament,,"Bryce Dessner, producer; Jonathan Low, engineer",True
768,2015,Best Classical Instrumental Solo,"Dutilleux: Violin Concerto, L'Arbre Des Songes",,"Augustin Hadelich; Ludovic Morlot, conductor (Seattle Symphony)",True
769,2015,Best Classical Solo Vocal Album,Joyce & Tony - Live From Wigmore Hall,,"Joyce DiDonato, soloist; Stephen Johns, producer; Jonathan Allen, engineer",True
770,2015,Best Classical Compendium,Paulus: Three Places Of Enlightenment; Veil Of Tears & Grand Concerto,,"Giancarlo Guerrero, conductor; Tim Handley, producer; Gary Call, engineer (Giancarlo Guerrero)",True
771,2015,Best Contemporary Classical Composition,Paulus: Prayers & Remembrances,,"Stephen Paulus, composer",True
772,2015,Best Music Video,Bad Blood,Taylor Swift Featuring Kendrick Lamar,"Joseph Kahn, video director; Ron Mohrhoff, video producer",True
773,2015,Best Music Film,Amy,Amy Winehouse,"Asif Kapadia, video director; James Gay-Rees, video producer",True
774,2014,Record Of The Year,Stay With Me (Darkchild Version),Sam Smith,"Steve Fitzmaurice, Rodney Jerkins & Jimmy Napes, producers; Matthew Champlin, Steve Fitzmaurice, Jimmy Napes & Steve Price, engineers/mixers; Tom Coyne, mastering engineer",True
775,2014,Album Of The Year,Morning Phase,Beck,"Beck Hansen, producer; Drew Brown, Tom Elmhirst, David Greenbaum, Cole Marsden Greif-Neill, Florian Lagatta, Robbie Nelson, Darrell Thorp, Cassidy Turbin & Joe Visciano, engineers/mixers; Bob Ludwig, mastering engineer",True
776,2014,Song Of The Year,Stay With Me (Darkchild Version),,"James Napier, William Phillips & Sam Smith, songwriters (Sam Smith)",True
777,2014,Best New Artist,Sam Smith,,,True
778,2014,Best Pop Solo Performance,Happy (Live),Pharrell Williams,,True
779,2014,Best Pop Duo/Group Performance,Say Something,A Great Big World With Christina Aguilera,,True
780,2014,Best Traditional Pop Vocal Album,Cheek To Cheek,Tony Bennett & Lady Gaga,"Dae Bennett, producer; Dae Bennett, engineer/mixer",True
781,2014,Best Pop Vocal Album,In The Lonely Hour,Sam Smith,"Jimmy Napes, producer; Steve Fitzmaurice, engineer/mixer",True
782,2014,Best Dance Recording,Rather Be,Clean Bandit Featuring Jess Glynne,"Grace Chatto & Jack Patterson, producers; Wez Clarke & Jack Patterson, mixers",True
783,2014,Best Dance/Electronic Album,Syro,Aphex Twin,"Aphex Twin, producer",True
784,2014,Best Contemporary Instrumental Album,Bass & Mandolin,Chris Thile & Edgar Meyer,"Edgar Meyer & Chris Thile, producers; Richard King & Dave Sinko, engineers/mixers",True
785,2014,Best Rock Performance,Lazaretto,Jack White,,True
786,2014,Best Metal Performance,The Last In Line,Tenacious D,,True
787,2014,Best Rock Song,Ain't It Fun,,"Hayley Williams & Taylor York, songwriters (Paramore)",True
788,2014,Best Rock Album,Morning Phase,Beck,"Beck Hansen, producer; Drew Brown, Tom Elmhirst, David Greenbaum, Cole Marsden Greif-Neill, Florian Lagatta, Robbie Nelson, Darrell Thorp, Cassidy Turbin & Joe Visciano, engineers/mixers",True
789,2014,Best Alternative Music Album,St. Vincent,St. Vincent,"John Congleton, producer; John Congleton, engineer/mixer",True
790,2014,Best R&B Performance,Drunk In Love,Beyoncé Featuring Jay Z,,True
791,2014,Best Traditional R&B Performance,Jesus Children,Robert Glasper Experiment Featuring Lalah Hathaway & Malcolm-Jamal Warner,,True
792,2014,Best R&B Song,Drunk In Love,,"Shawn Carter, Rasool Diaz, Noel Fisher, Jerome Harmon, Beyoncé Knowles, Timothy Mosley, Andre Eric Proctor & Brian Soko, songwriters (Beyoncé Featuring Jay Z)",True
793,2014,Best Urban Contemporary Album,Girl,Pharrell Williams,"Pharrell Williams, producer; Andrew Coleman, Mick Guzauski & Mike Larson, engineers/mixers",True
794,2014,Best R&B Album,"Love, Marriage & Divorce",Toni Braxton & Babyface,"Babyface, producer; Paul Boutin, engineer/mixer",True
795,2014,Best Rap Performance,I,Kendrick Lamar,,True
796,2014,Best Rap/Sung Collaboration,The Monster,Eminem Featuring Rihanna,,True
797,2014,Best Rap Song,I,,"K. Duckworth, Ronald Isley & C. Smith, songwriters (Kendrick Lamar)",True
798,2014,Best Rap Album,The Marshall Mathers LP2,Eminem,"Tony Campana, Joe Strange & Mike Strange, engineers/mixers",True
799,2014,Best Country Solo Performance,Something In The Water,Carrie Underwood,,True
800,2014,Best Country Duo/Group Performance,Gentle On My Mind,The Band Perry,,True
801,2014,Best Country Song,I'm Not Gonna Miss You,,"Glen Campbell & Julian Raymond, songwriters (Glen Campbell)",True
802,2014,Best Country Album,Platinum,Miranda Lambert,"Chuck Ainlay, Frank Liddell & Glenn Worf, producers; Chuck Ainlay, engineer/mixer",True
803,2014,Best New Age Album,Winds Of Samsara,Ricky Kej & Wouter Kellerman,"Ricky Kej & Wouter Kellerman, producers; Ricky Kej & Wouter Kellerman, engineers/mixers",True
804,2014,Best Improvised Jazz Solo,Fingerprints,,"Chick Corea, soloist",True
805,2014,Best Jazz Vocal Album,Beautiful Life,Dianne Reeves,"Terri Lyne Carrington, producer; Jeremy Loucas, engineer/mixer",True
806,2014,Best Jazz Instrumental Album,Trilogy,Chick Corea Trio,"Bernie Kirsh & Brian Vibberts, engineers/mixers",True
807,2014,Best Large Jazz Ensemble Album,Life In The Bubble,Gordon Goodwin's Big Phat Band,"Gregg Field & Dan Savant, producers; Gregg Field & Tommy Vicari, engineers/mixers",True
808,2014,Best Latin Jazz Album,The Offense Of The Drum,Arturo O'Farrill & The Afro Latin Jazz Orchestra,"Todd Barkan, Eric Oberstein & Kabir Sehgal, producers; Katherine Miller, engineer/mixer",True
809,2014,Best Gospel Performance/Song,No Greater Love,,"Smokie Norful; Aaron W. Lindsey & Smokie Norful, songwriters",True
810,2014,Best Contemporary Christian Music Performance/Song,Messengers,,"Lecrae Featuring For King & Country; Torrance Esmond, Ran Jackson, Ricky Jackson, Kenneth Chris Mackey, Lecrae Moore, Joseph Prielozny, Joel Smallbone & Luke Smallbone, songwriters",True
811,2014,Best Gospel Album,Help,Erica Campbell,"Warryn Campbell, producer; Rob Chiarelli & Larry Whitt, engineers/mixers",True
812,2014,Best Contemporary Christian Music Album,Run Wild. Live Free. Love Strong.,For King & Country,"For King & Country (Joel Smallbone & Luke Smallbone), producers; Ainslie Grosser & Mike X O’Connor, engineers/mixers",True
813,2014,Best Roots Gospel Album,Shine For All The People,Mike Farris,"Mike Farris, producer; Chad Brown, Mike Farris & Ross Gower, engineers/mixers",True
814,2014,Best Latin Pop Album,Tangos,Rubén Blades,"Carlos Franzetti, producer; Chris Sulit, engineer/mixer",True
815,2014,"Best Latin Rock, Urban or Alternative Album",Multiviral,Calle 13,"Calle 13 (Eduardo Cabra & René Pérez), producers; John Blais & Michael Brauer, engineers/mixers",True
816,2014,Best Regional Mexican Music Album (Including Tejano),Mano A Mano - Tangos A La Manera De Vicente Fernández,Vicente Fernández,"Vicente Fernández, producer; Alejandro Ramírez Espinal & Javier Ramírez, engineers/mixers",True
817,2014,Best Tropical Latin Album,Más + Corazón Profundo,Carlos Vives,"Andrés Castro & Carlos Vives, producers; Edgar Barrera, Scott Canto, Andrés Castro, Francisco Díaz, Javier Garza, Guikanko Gomez, Shafik Palis & Curt Schneider, engineers/mixers",True
818,2014,Best American Roots Performance,A Feather's Not A Bird,Rosanne Cash,,True
819,2014,Best American Roots Song,A Feather's Not A Bird,,"Rosanne Cash & John Leventhal, songwriters (Rosanne Cash)",True
820,2014,Best Americana Album,The River & The Thread,Rosanne Cash,"Rick De Pofi & John Leventhal, producers; Rick De Pofi & John Leventhal, engineers/mixers",True
821,2014,Best Bluegrass Album,The Earls Of Leicester,The Earls Of Leicester,"Bil VornDick, engineer/mixer",True
822,2014,Best Blues Album,Step Back,Johnny Winter,"Paul Nelson, producer; Mike ""Metal"" Goldberg & Brendan Muldowney, engineers/mixers",True
823,2014,Best Folk Album,Remedy,Old Crow Medicine Show,"Ted Hutt, producer; Ted Hutt & Ryan Mall, engineers/mixers",True
824,2014,Best Regional Roots Music Album,The Legacy,Jo-EL Sonnier,"Jo-EL Sonnier & Shane Theriot, producers; Tony Daigle, Jo-EL Sonnier & Shane Theriot, engineers/mixers",True
825,2014,Best Reggae Album,Fly Rasta,Ziggy Marley,"Ziggy Marley, producer; Isha Erskine & Andrew Scheps, engineers/mixers",True
826,2014,Best World Music Album,Eve,Angelique Kidjo,"Patrick Dillett, producer; Michael Brauer, Patrick Dillett & Laurent Dupuy, engineers/mixers",True
827,2014,Best Children's Album,I Am Malala: How One Girl Stood Up For Education And Changed The World (Malala Yousafzai),Neela Vaswani,"Cheryl Smith, producer; Jared O'Connell, engineer/mixer",True
828,2014,"Best Spoken Word Album (Includes Poetry, Audio Books & Storytelling)",Diary Of A Mad Diva,Joan Rivers,"Diane Mckiernan, producer; Nikki Banks Maurer & Jared O'Connell, engineers/mixers",True
829,2014,Best Comedy Album,Mandatory Fun,Weird Al Yankovic,"Weird Al Yankovic, producer; Rafael Serrano, Brian Warwick & Dave Way, engineers/mixers",True
830,2014,Best Musical Theater Album,Beautiful: The Carole King Musical,,"Jessie Mueller, principal soloist; Jason Howland, Steve Sidwell & Billy Jay Stein, producers; Joel Moss, engineer; Jason Howland & Billy Jay Stein, engineers/mixers (Original Broadway Cast)",True
831,2014,Best Compilation Soundtrack For Visual Media,Frozen,(Various Artists),"Kristen Anderson-Lopez, Robert Lopez, Tom MacDougall & Chris Montan, compilation producers; David Boucher, engineer/mixer",True
832,2014,Best Score Soundtrack For Visual Media,The Grand Budapest Hotel,,"Alexandre Desplat, composer; Wes Anderson & Randall Poster, producers; Simon Rhodes, engineer/mixer (Alexandre Desplat)",True
833,2014,Best Song Written For Visual Media,Let It Go,"Kristen Anderson-Lopez & Robert Lopez, songwriters (Idina Menzel)",,True
834,2014,Best Instrumental Composition,The Book Thief,,"John Williams, composer (John Williams)",True
835,2014,"Best Arrangement, Instrumental or A Cappella",Daft Punk,,"Ben Bram & Pentatonix (Mitch Grassi, Scott Hoying, Avi Kaplan, Kirstin Maldonado & Kevin Olusola), arrangers (Pentatonix)",True
836,2014,"Best Arrangement, Instruments and Vocals",New York Tendaberry,,"Billy Childs, arranger (Billy Childs Featuring Renée Fleming & Yo-Yo Ma)",True
837,2014,Best Recording Package,Lightning Bolt,,"Jeff Ament, Don Pendleton, Joe Spix & Jerome Turner, art directors (Pearl Jam)",True
838,2014,Best Boxed Or Special Limited Edition Package,"The Rise & Fall Of Paramount Records, Volume One (1917-27)",,"Susan Archie, Dean Blackwood & Jack White, art directors (Various Artists)",True
839,2014,Best Album Notes,Offering: Live At Temple University,,"Ashley Kahn, album notes writer (John Coltrane)",True
840,2014,Best Historical Album,"The Garden Spot Programs, 1950",,"Colin Escott & Cheryl Pawelski, compilation producers; Michael Graves, mastering engineer (Hank Williams)",True
841,2014,"Best Engineered Album, Non-Classical",Morning Phase,,"Drew Brown, Tom Elmhirst, David Greenbaum, Cole Marsden Greif-Neill, Florian Lagatta, Robbie Nelson, Darrell Thorp, Cassidy Turbin & Joe Visciano, engineers; Bob Ludwig, mastering engineer (Beck)",True
842,2014,"Producer Of The Year, Non-Classical",Max Martin,,,True
843,2014,"Best Remixed Recording, Non-Classical",All Of Me (Tiësto's Birthday Treatment Remix),,"Tijs Michiel Verwest, remixer (John Legend)",True
844,2014,Best Surround Sound Album,Beyoncé,,"Elliot Scheiner, surround mix engineer; Bob Ludwig, surround mastering engineer; Beyoncé Knowles, surround producer (Beyoncé)",True
845,2014,"Best Engineered Album, Classical",Vaughan Williams: Dona Nobis Pacem; Symphony No. 4; The Lark Ascending,,"Michael Bishop, engineer; Michael Bishop, mastering engineer (Robert Spano, Norman Mackenzie, Atlanta Symphony Orchestra & Chorus)",True
846,2014,"Producer Of The Year, Classical",Judith Sherman,,,True
847,2014,Best Orchestral Performance,"Adams, John: City Noir",,"David Robertson, conductor; Friedemann Engelbrecht, producer; Richard King, engineer/mixer (St. Louis Symphony)",True
848,2014,Best Opera Recording,Charpentier: La Descente D'Orphée Aux Enfers,,"Paul O'Dette & Stephen Stubbs, conductors; Aaron Sheehan, soloist; Siegbert Ernst, engineer/mixer (Boston Early Music Festival Vocal Ensemble; Boston Early Music Festival Chamber Ensemble)",True
849,2014,Best Choral Performance,The Sacred Spirit Of Russia,,"Craig Hella Johnson, conductor; Robina G. Young, producer; Brad Michel, engineer/mixer (Conspirare)",True
850,2014,Best Chamber Music/Small Ensemble Performance,In 27 Pieces - The Hilary Hahn Encores,,"Hilary Hahn & Andreas K. Meyer, producers; Andreas K. Meyer & Julian Schwenker, engineers/mixers",True
851,2014,Best Classical Instrumental Solo,Play,,"Jason Vieaux; Alan Bise, producer; Bruce Egre, engineer/mixer",True
852,2014,Best Classical Solo Vocal Album,Douce France,,"Anne Sofie Von Otter, soloist; Jean-Pierre Loisil, producer; Thomas Dappelo, engineer/mixer",True
853,2014,Best Classical Compendium,Partch: Plectra & Percussion Dances,,"John Schneider, producer; John Baffa, engineer/mixer (Partch)",True
854,2014,Best Contemporary Classical Composition,"Adams, John Luther: Become Ocean",,"John Luther Adams, composer",True
855,2014,Best Music Video,Happy,Pharrell Williams,"We Are From LA (Pierre Dupaquier & Clement Durou), video directors; Kathleen Heffernan, Solal Micenmacher, Jett Steiger & Cedric Troadec, video producers",True
856,2014,Best Music Film,20 Feet From Stardom,"Darlene Love, Merry Clayton, Lisa Fischer & Judith Hill","Morgan Neville, video director; Gil Friesen & Caitrin Rogers, video producers",True
857,2013,Record Of The Year,Get Lucky,Daft Punk Featuring Pharrell Williams & Nile Rodgers,"Thomas Bangalter & Guy-Manuel de Homem-Christo, producers; Peter Franco, Mick Guzauski, Florian Lagatta & Daniel Lerner, engineers/mixers; Antoine Chabert & Bob Ludwig, mastering engineers",True
858,2013,Album Of The Year,Random Access Memories,Daft Punk,"Julian Casablancas, DJ Falcon, Todd Edwards, Chilly Gonzales, Giorgio Moroder, Panda Bear, Nile Rodgers, Paul Williams & Pharrell Williams, featured artists; Thomas Bangalter, Julian Casablancas, Guy-Manuel de Homem-Christo, DJ Falcon & Todd Edwards, producers; Peter Franco, Mick Guzauski, Florian Lagatta, Guillaume Le Braz & Daniel Lerner, engineers/mixers; Antoine Chabert & Bob Ludwig, mastering engineers",True
859,2013,Song Of The Year,Royals,,"Joel Little & Ella Yelich O'Connor, songwriters (Lorde)",True
860,2013,Best New Artist,Macklemore & Ryan Lewis,,,True
861,2013,Best Pop Solo Performance,Royals,Lorde,,True
862,2013,Best Pop Duo/Group Performance,Get Lucky,Daft Punk Featuring Pharrell Williams & Nile Rodgers,,True
863,2013,Best Pop Instrumental Album,Steppin' Out,Herb Alpert,"Herb Alpert & Lani Hall, producers; Mick Guzauski, Hussain Jiffry & Alan Myerson, engineers/mixers",True
864,2013,Best Pop Vocal Album,Unorthodox Jukebox,Bruno Mars,"Philip Lawrence, Ari Levine & Bruno Mars, producers; Ari Levine & Manny Marroquin, engineers/mixers",True
865,2013,Best Dance Recording,Clarity,Zedd Featuring Foxes,"Zedd, producer; Zedd, mixer",True
866,2013,Best Dance/Electronica Album,Random Access Memories,Daft Punk,"Daft Punk (Thomas Bangalter & Guy-Manuel de Homem-Christo), producers; Peter Franco, Mick Guzauski & Florian Lagatta, engineers/mixers",True
867,2013,Best Traditional Pop Vocal Album,To Be Loved,Michael Bublé,"Bob Rock, producer; Eric Helmkamp, Roger Monk & Bob Rock, engineers/mixers",True
868,2013,Best Rock Performance,Radioactive,Imagine Dragons,,True
869,2013,Best Metal Performance,God Is Dead?,Black Sabbath,,True
870,2013,Best Rock Song,Cut Me Some Slack,,"Dave Grohl, Paul McCartney, Krist Novoselic & Pat Smear, songwriters (Paul McCartney, Dave Grohl, Krist Novoselic, Pat Smear)",True
871,2013,Best Rock Album,Celebration Day,Led Zeppelin,"Dick Curruthers & Jim Parsons, producers; John Catlin, Alan Moulder & Tim Summerhayes, engineers/mixers",True
872,2013,Best Alternative Music Album,Modern Vampires Of The City,Vampire Weekend,"Ariel Rechtshaid, producer; Michael Harris, Ariel Rechtshaid, Nick Rowe & Dave Schiffman, engineers/mixers",True
873,2013,Best R&B Performance,Something,Snarky Puppy With Lalah Hathaway,,True
874,2013,Best Traditional R&B Performance,Please Come Home,Gary Clark Jr.,,True
875,2013,Best R&B Song,Pusher Love Girl,,"James Fauntleroy, Jerome Harmon, Timothy Mosley & Justin Timberlake, songwriters (Justin Timberlake)",True
876,2013,Best Urban Contemporary Album,Unapologetic,Rihanna,"Kuk Harrell, producer; Kuk Harrell, Manny Marroquin & Marcos Tovar, engineers/mixers",True
877,2013,Best R&B Album,Girl On Fire,Alicia Keys,"Alicia Keys, producer; Manny Marroquin & Ann Mincieli, engineers/mixers",True
878,2013,Best Rap Performance,Thrift Shop,Macklemore & Ryan Lewis Featuring Wanz,,True
879,2013,Best Rap/Sung Collaboration,Holy Grail,Jay Z Featuring Justin Timberlake,,True
880,2013,Best Rap Song,Thrift Shop,,"Ben Haggerty & Ryan Lewis, songwriters (Macklemore & Ryan Lewis Featuring Wanz)",True
881,2013,Best Rap Album,The Heist,Macklemore & Ryan Lewis,"Macklemore & Ryan Lewis, engineers/mixers",True
882,2013,Best Country Solo Performance,Wagon Wheel,Darius Rucker,,True
883,2013,Best Country Duo/Group Performance,From This Valley,The Civil Wars,,True
884,2013,Best Country Song,Merry Go 'Round,,"Shane McAnally, Kacey Musgraves & Josh Osborne, songwriters (Kacey Musgraves)",True
885,2013,Best Country Album,Same Trailer Different Park,Kacey Musgraves,"Luke Laird, Shane McAnally & Kacey Musgraves, producers; Charlie Brocco & Ryan Gore, engineers/mixers",True
886,2013,Best New Age Album,Love's River,Laura Sullivan,"Eric Sullivan, producer",True
887,2013,Best Improvised Jazz Solo,Orbits,,"Wayne Shorter, soloist",True
888,2013,Best Jazz Vocal Album,Liquid Spirit,Gregory Porter,"Brian Bacchus, producer; Jay Newland, engineer/mixer",True
